SKU ,Std. Price ($),On-Hand Stock ($),Inventory in units on-hand,"APU
(units)",Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,June,July,August,September,Demand for the whole year,APU Trend,S-OTD,Demand variability (COV),Lead Time (days)
50889, 12 ,17.18045797, 1 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,1,0.25,6
47557, 120 ,308.3173127, 3 ,10,15,15,15,15,15,15,15,15,15,15,15,15,180.0,0.50,1,0.25,26
64313, 7 ,14.76514923, 2 ,10,15,15,15,15,15,15,15,15,15,15,15,15,180.0,0.50,1,1,5
77284, 12 ,30.66947665, 3 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,1,1.23,5
24480, 20 ,41.26541253, 2 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,2.62,2
16764, 15 ,52.8986832, 4 ,18,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,86.4,-0.60,1,0.25,16
34756, 8 ,64.35454565, 9 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,0.85,2.33,5
39358, 5 ,12.16804761, 2 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,1,0.98,5
55931, 6 ,8.103612, 1 ,10,25,25,25,25,25,25,25,25,25,25,25,25,300.0,1.50,1,0.25,8
28439, 17 ,58.474218, 3 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,0.25,16
56491, 20 ,187.9480017, 9 ,10,3,3,3,3,3,3,3,3,3,3,3,3,36.0,-0.70,0.84,1.47,16
14720, 18 ,41.66905133, 2 ,18,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,1.20,1,0.25,11
66055, 12 ,44.5946952, 4 ,18,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,1.20,1,0.25,16
58730, 10 ,27.64124303, 3 ,18,27,27,27,27,27,27,27,27,27,27,27,27,324.0,0.50,1,0.25,11
46477, 24 ,355.1994988, 15 ,10,25,25,25,25,25,25,25,25,25,25,25,25,300.0,1.50,1,0.95,39
87977, 404 ,7513.597803, 19 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,1.73,28
30214, 108 ,3385.443899, 31 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,1,2.48,33
72973, 6 ,26.88986792, 4 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,1,0.91,6
52568, 341 ,16943.67739, 50 ,18,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,345.6,0.60,0.82,2.66,27
60451, 64 ,355.5902988, 6 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,1,0.25,16
64531, 21 ,62.3840723, 3 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,0.25,26
96147, 52 ,376.8499293, 7 ,10,25,25,25,25,25,25,25,25,25,25,25,25,300.0,1.50,0.86,0.25,62
79018, 6 ,51.27036545, 8 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,0.75,1.4,5
15233, 11 ,341.3881481, 31 ,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.40,1,1.85,16
19064, 7 ,6.70149667, 1 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,0.25,6
80571, 29 ,354.7884947, 12 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,1.99,16
30410, 7 ,10.99203444, 2 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,0.25,4
69988, 49 ,542.7907986, 11 ,10,15,15,15,15,15,15,15,15,15,15,15,15,180.0,0.50,1,1.08,26
27235, 20 ,88.82239438, 5 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,1,0.25,15
47774, 18 ,81.59347625, 5 ,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.40,1,0.25,15
98581, 11 ,72.84197847, 7 ,18,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,194.4,-0.10,1,1.54,6
95331, 54 ,733.3621457, 13 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,1.84,16
36565, 13 ,26.04355243, 2 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,1,0.25,6
41049, 29 ,2289.026914, 78 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.82,2.48,31
464, 47 ,63.27032499, 1 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,1,0.25,5
35267, 9 ,78.84298359, 8 ,18,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,345.6,0.60,0.88,2.33,5
27513, 8 ,34.90568662, 4 ,18,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,302.4,0.40,1,1.07,5
56382, 19 ,498.2791251, 27 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,0.81,1.6,16
31915, 5 ,16.17467735, 3 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,1,1.36,5
12364, 12 ,270, 23 ,10,4,4,4,4,4,4,4,4,4,4,4,4,48.0,-0.60,1,1.1,5
43037, 9 ,36.74979568, 4 ,18,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,302.4,0.40,0.8,1.06,5
38771, 591 ,2975.377835, 5 ,10,15,15,15,15,15,15,15,15,15,15,15,15,180.0,0.50,1,0.82,16
1763, 7 ,42.27383776, 6 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,1,0.86,16
21546, 7 ,41.76570753, 6 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,0.89,0.86,16
18050, 7 ,4200, 618 ,10,4,4,4,4,4,4,4,4,4,4,4,4,48.0,-0.60,1,0.86,16
45282, 9 ,1087.914803, 116 ,42,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,453.6,-0.10,1,1.99,29
4089, 24 ,56.95373786, 2 ,10,14,14,14,14,14,14,14,14,14,14,14,14,168.0,0.40,1,0.25,21
31912, 16 ,44.0698381, 3 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,1.15,6
621, 10 ,26.03914177, 3 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,0.78,0.25,16
34071, 35 ,60.75877867, 2 ,10,9,9,9,9,9,9,9,9,9,9,9,9,108.0,-0.10,1,0.25,16
55008, 32 ,845.2269812, 26 ,18,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,129.6,-0.40,1,1.2,26
98806, 117 ,1151.089837, 10 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,1.15,27
52860, 9 ,6.371831367, 1 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,0.25,5
87199, 72 ,998.1881156, 14 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,0.75,0.82,28
29652, 54 ,265.542295, 5 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,0.43,16
88147, 20 ,67.371348, 3 ,18,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,129.6,-0.40,1,0.25,16
98139, 52 ,168.8442942, 3 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,1,0.25,12
33393, 12 ,98.19262933, 8 ,10,25,25,25,25,25,25,25,25,25,25,25,25,300.0,1.50,1,1.2,16
78999, 11 ,252.5413005, 22 ,18,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,129.6,-0.40,1,1.14,26
58947, 90 ,1398.114195, 16 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,1.22,28
57740, 213 ,7344.882721, 35 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,1,1.15,30
93676, 13 ,113.3293319, 8 ,34,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,652.8,0.60,1,1.22,5
32009, 8 ,42.99501571, 5 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,1.15,11
36559, 9 ,206.238878, 22 ,18,45,45,45,45,45,45,45,45,45,45,45,45,540.0,1.50,1,1.03,28
84789, 22 ,1014.84793, 45 ,26,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,93.6,-0.70,1,1.33,28
42665, 149 ,1634.051175, 11 ,18,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,1.20,1,1.29,15
48705, 6 ,6.612623117, 1 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,0.9,0.25,2
40939, 139 ,4698.912942, 34 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,0.82,1.24,27
14533, 14 ,391.8664999, 29 ,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.10,0.85,0.25,60
9753," 2,149 ",176954.9545, 82 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,1,1.62,51
19030, 22 ,108.5335726, 5 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.92,0.25,16
12395, 48 ,436.5999117, 9 ,10,9,9,9,9,9,9,9,9,9,9,9,9,108.0,-0.10,1,1.47,16
12172, 5 ,6180," 1,188 ",42,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,201.6,-0.60,1,0.25,16
94722, 79 ,5597.920865, 71 ,42,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,201.6,-0.60,1,1.36,32
14522, 7 ,97.66880527, 13 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,1,0.25,26
74649, 104 ,21676.10065, 208 ,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.80,1,2.48,33
45419, 10 ,1602.644454, 157 ,98,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,2587.2,1.20,1,2.33,21
88001, 11 ,16.98125163, 2 ,18,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,345.6,0.60,0.82,1,2
26363, 33 ,268.6094329, 8 ,18,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,302.4,0.40,1,1.05,11
47789, 9 ,73.97488974, 8 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.8,1.22,6
30108, 8 ,243.6825517, 29 ,26,65,65,65,65,65,65,65,65,65,65,65,65,780.0,1.50,1,1,26
86637, 81 ,735.5963925, 9 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,1,0.5,15
74105, 74 ,3612.302939, 49 ,34,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,163.2,-0.60,1,1.43,26
77196, 15 ,563.7562323, 36 ,18,27,27,27,27,27,27,27,27,27,27,27,27,324.0,0.50,1,1.4,36
58978, 6 ,20.23383369, 4 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,1,1.35,6
12213, 67 ,3000.692412, 45 ,34,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,163.2,-0.60,1,1.21,28
93229, 126 ,3097.85976, 25 ,26,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,499.2,0.60,1,0.87,28
65577, 157 ,3237.348586, 21 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,0.75,1.9,28
34243, 138 ,1739.127516, 13 ,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.20,1,0.85,18
46291, 8 ,146.1714239, 18 ,26,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,93.6,-0.70,1,1.02,16
83455, 98 ,103.9706914, 1 ,42,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,806.4,0.60,0.8,0.25,2
27892, 7 ,3700, 497 ,18,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,86.4,-0.60,0.88,1.04,6
59233, 7 ,144.9810713, 20 ,42,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,907.2,0.80,1,0.25,31
28090, 131 ,6515.17508, 50 ,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.40,1,1.03,48
26012, 19 ,60.10180922, 3 ,10,9,9,9,9,9,9,9,9,9,9,9,9,108.0,-0.10,1,1.6,5
62746, 14 ,53.6901335, 4 ,26,65,65,65,65,65,65,65,65,65,65,65,65,780.0,1.50,1,1.24,3
36000, 64 ,1564.828375, 24 ,34,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,571.2,0.40,1,1.41,16
18282, 10 ,39.25592726, 4 ,18,27,27,27,27,27,27,27,27,27,27,27,27,324.0,0.50,1,0.25,16
43921, 25 ,199.1556666, 8 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,1,11
80867, 8 ,49.18992269, 6 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,1,0.25,16
9616, 33 ,147.4209602, 4 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,1,0.25,16
75534, 94 ,1012.429346, 11 ,10,14,14,14,14,14,14,14,14,14,14,14,14,168.0,0.40,1,1.47,16
12827," 3,576 ",109974.8989, 31 ,26,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,124.8,-0.60,0.75,0.82,36
58772, 6 ,48.01683648, 8 ,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.40,1,1.44,5
54645, 12 ,264.6491946, 22 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,0.8,0.91,22
39482, 20 ,408.6209872, 20 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,1.7,30
67961, 142 ,4417.453853, 31 ,34,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,122.4,-0.70,0.82,0.86,27
5065, 10 ,473.6786023, 47 ,34,85,85,85,85,85,85,85,85,85,85,85,85,1020.0,1.50,0.9,1.62,21
80734, 5 ,71.66914527, 14 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,1.22,25
61147, 8 ,36.20536187, 5 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,1,1.39,8
90479, 25 ,858.5468831, 34 ,34,51,51,51,51,51,51,51,51,51,51,51,51,612.0,0.50,1,1.33,16
95932, 7 ,31.03413064, 5 ,50,125,125,125,125,125,125,125,125,125,125,125,125,1500.0,1.50,1,0.25,6
88791, 18 ,400.0660491, 22 ,18,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,194.4,-0.10,0.88,1.9,16
97385, 9 ,106.0036604, 12 ,50,70,70,70,70,70,70,70,70,70,70,70,70,840.0,0.40,0.82,0.25,15
44081, 21 ,179.7712125, 9 ,50,110,110,110,110,110,110,110,110,110,110,110,110,1320.0,1.20,1,0.25,15
48257, 6 ,138.1496238, 22 ,26,65,65,65,65,65,65,65,65,65,65,65,65,780.0,1.50,1,1.8,11
36570, 7 ,6.246190985, 1 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,0.25,6
84270, 9 ,56.80305803, 6 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,0.75,1.38,6
5146, 8 ,160.423465, 19 ,18,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,64.8,-0.70,1,1.6,16
31119, 5 ,32.07482678, 6 ,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.40,1,0.25,6
37529, 15 ,524.6251492, 35 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,1.19,28
47744, 26 ,1003.22167, 38 ,34,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,326.4,-0.20,1,1.51,16
64810, 80 ,3644.889966, 46 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,0.85,0.95,36
2080, 10 ,144.4508093, 15 ,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.20,0.83,1.42,6
91057, 11 ,448.8202105, 41 ,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.80,1,1.78,22
24189, 33 ,132.8511208, 4 ,26,65,65,65,65,65,65,65,65,65,65,65,65,780.0,1.50,0.75,0.74,5
93217, 104 ,7635.421066, 73 ,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.20,0.77,0.96,33
416, 103 ,2896.301746, 28 ,34,51,51,51,51,51,51,51,51,51,51,51,51,612.0,0.50,1,0.82,26
39378, 14 ,504.8687741, 37 ,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.20,1,0.8,26
34250, 211 ,168.7069572, 1 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,1,0.2,3
62443, 100 ,11772.21558, 118 ,50,45,45,45,45,45,45,45,45,45,45,45,45,540.0,-0.10,0.74,1.84,33
4615, 10 ,95.58529913, 9 ,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.10,1,0.8,8
7222, 8 ,80.53457132, 10 ,34,85,85,85,85,85,85,85,85,85,85,85,85,1020.0,1.50,1,0.8,8
14387, 9 ,88.19988022, 10 ,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.20,0.91,0.8,8
473, 7 ,67.05058197, 10 ,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.20,1,0.8,8
99727, 8 ,79.4697628, 10 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,1,0.8,8
24971, 6 ,59.14877061, 10 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,1,0.8,8
34368, 10 ,93.79117432, 10 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,0.88,0.8,8
73377, 8 ,78.79215738, 10 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,1,0.8,8
58746, 26 ,564.2972015, 21 ,66,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,0.40,0.92,0.25,28
82534, 12 ,287.9390356, 24 ,42,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,604.8,0.20,1,0.63,21
27829, 48 ,1506.525989, 31 ,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.10,1,1.06,27
59196, 15 ,264.1328756, 18 ,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.10,0.97,1.06,12
43036, 35 ,2621.008671, 74 ,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.40,1,1.16,28
83101, 74 ,136.3274951, 2 ,42,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,604.8,0.20,0.82,0.53,2
48407, 5 ,54.59684931, 10 ,50,30,30,30,30,30,30,30,30,30,30,30,30,360.0,-0.40,1,0.86,5
29030, 14 ,564.3738249, 42 ,50,90,90,90,90,90,90,90,90,90,90,90,90,1080.0,0.80,0.8,1.27,16
51279, 11 ,45.74473699, 4 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,1,0.9,6
78913, 92 ,437.3736884, 5 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,1,1.58,3
37696, 12 ,348.6620029, 28 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,3.46,8
85653, 36 ,269.6129324, 7 ,42,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,705.6,0.40,1,0.89,5
76699, 11 ,108.1214323, 10 ,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.40,1,1.5,6
24374, 11 ,586.4121865, 53 ,42,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,604.8,0.20,0.96,1.95,16
49077, 7 ,147.0991231, 21 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,1,1.72,16
14103, 38 ,1293.295005, 34 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,0.94,1.12,36
50165, 16 ,295.5242832, 19 ,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.80,0.9,0.82,16
45624, 10 ,534.3347172, 56 ,42,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,907.2,0.80,0.82,1.16,27
98192, 6 ,33.06650515, 6 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,1,1.25,4
36638, 7 ,41.01753972, 6 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,1.25,4
82599, 6 ,398.5984872, 63 ,58,145,145,145,145,145,145,145,145,145,145,145,145,1740.0,1.50,1,0.84,28
1391, 9 ,147.3224951, 16 ,42,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,453.6,-0.10,1,0.51,16
84352, 90 ,3475.661031, 39 ,34,51,51,51,51,51,51,51,51,51,51,51,51,612.0,0.50,1,1.05,28
53102, 29 ,914.7516337, 31 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,1,0.85,23
43367, 7 ,282.3373851, 41 ,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.20,0.75,1.81,16
99367, 23 ,206.5368515, 9 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,1,1.23,10
81267, 7 ,25.6559822, 4 ,10,22,22,22,22,22,22,22,22,22,22,22,22,264.0,1.20,0.91,1.53,6
32963, 8 ,78.0351264, 10 ,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.20,1,0.25,16
47022, 9 ,342.0931157, 40 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,0.75,2.54,15
34855, 8 ,332.3630396, 40 ,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.80,1,2.54,15
32227, 8 ,332.7162058, 40 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,0.88,2.54,15
22030, 7 ,291.5598128, 40 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,2.54,15
47004, 7 ,291.5598128, 40 ,26,65,65,65,65,65,65,65,65,65,65,65,65,780.0,1.50,1,2.54,15
25867, 7 ,291.5598128, 40 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,1,2.54,15
91628, 8 ,315.3340978, 40 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.8,2.54,15
66242, 8 ,320.9381361, 40 ,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.20,1,2.54,15
14945, 8 ,320.9381361, 40 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,2.54,15
32582, 9 ,341.3382221, 40 ,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.20,0.82,2.54,15
76900, 9 ,340.5236849, 40 ,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.40,1,2.54,15
34485, 9 ,342.155814, 40 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,1,2.54,15
77841, 8 ,301.5738595, 40 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.9,2.54,15
32280, 8 ,301.3525873, 40 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,1,2.54,15
