sku ,standard_price,on_hand_stock_value,inventory_units_on_hand,average_monthly_usage,october_demand,november_demand,december_demand,january_demand,february_demand,march_demand,april_demand,may_demand,june_demand,july_demand,august_demand,september_demand,annual_demand,average_monthly_usage_trend,supplier_on_time_delivery,demand_variability_cov,lead_time_days
47743.74185,26,1003.22167,38,34,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,326.4,-0.2,1,1.51,16
64810.32298,80,3644.889966,46,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.2,0.85,0.95,36
2080.125369,10,144.4508093,15,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.2,0.83,1.42,6
91056.89356,11,448.8202105,41,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.8,1,1.78,22
24189.22483,33,132.8511208,4,26,65,65,65,65,65,65,65,65,65,65,65,65,780,1.5,0.75,0.74,5
93217.39909,104,7635.421066,73,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.2,0.77,0.96,33
415.6140404,103,2896.301746,28,34,51,51,51,51,51,51,51,51,51,51,51,51,612,0.5,1,0.82,26
39377.98911,14,504.8687741,37,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.2,1,0.8,26
34249.81368,211,168.7069572,1,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.4,1,0.2,3
62442.85336,100,11772.21558,118,50,45,45,45,45,45,45,45,45,45,45,45,45,540,-0.1,0.74,1.84,33
4614.838536,10,95.58529913,9,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.1,1,0.8,8
7222.37229,8,80.53457132,10,34,85,85,85,85,85,85,85,85,85,85,85,85,1020,1.5,1,0.8,8
14387.29467,9,88.19988022,10,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.2,0.91,0.8,8
472.5036415,7,67.05058197,10,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.2,1,0.8,8
99727.35474,8,79.4697628,10,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.2,1,0.8,8
24970.73488,6,59.14877061,10,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.4,1,0.8,8
34368.34819,10,93.79117432,10,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.2,0.88,0.8,8
73377.32315,8,78.79215738,10,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.4,1,0.8,8
58745.50168,26,564.2972015,21,66,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,0.4,0.92,0.25,28
82534.17776,12,287.9390356,24,42,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,604.8,0.2,1,0.63,21
27828.58878,48,1506.525989,31,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.1,1,1.06,27
59196.26073,15,264.1328756,18,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.1,0.97,1.06,12
43035.68842,35,2621.008671,74,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.4,1,1.16,28
83101.39768,74,136.3274951,2,42,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,604.8,0.2,0.82,0.53,2
48407.04413,5,54.59684931,10,50,30,30,30,30,30,30,30,30,30,30,30,30,360,-0.4,1,0.86,5
29029.65481,14,564.3738249,42,50,90,90,90,90,90,90,90,90,90,90,90,90,1080,0.8,0.8,1.27,16
51278.72571,11,45.74473699,4,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.2,1,0.9,6
78912.73121,92,437.3736884,5,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.4,1,1.58,3
37695.82788,12,348.6620029,28,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.2,1,3.46,8
85652.9908,36,269.6129324,7,42,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,705.6,0.4,1,0.89,5
76699.4284,11,108.1214323,10,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.4,1,1.5,6
24373.99537,11,586.4121865,53,42,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,604.8,0.2,0.96,1.95,16
49076.64577,7,147.0991231,21,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.2,1,1.72,16
14103.03964,38,1293.295005,34,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.2,0.94,1.12,36
50165.03928,16,295.5242832,19,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.8,0.9,0.82,16
45624.17289,10,534.3347172,56,42,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,907.2,0.8,0.82,1.16,27
98191.86268,6,33.06650515,6,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.4,1,1.25,4
36637.88988,7,41.01753972,6,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.2,1,1.25,4
82599.30915,6,398.5984872,63,58,145,145,145,145,145,145,145,145,145,145,145,145,1740,1.5,1,0.84,28
1390.773049,9,147.3224951,16,42,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,453.6,-0.1,1,0.51,16
84351.60936,90,3475.661031,39,34,51,51,51,51,51,51,51,51,51,51,51,51,612,0.5,1,1.05,28
53101.94765,29,914.7516337,31,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.4,1,0.85,23
43367.37952,7,282.3373851,41,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.2,0.75,1.81,16
99367.07905,23,206.5368515,9,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.2,1,1.23,10
81266.55764,7,25.6559822,4,10,22,22,22,22,22,22,22,22,22,22,22,22,264,1.2,0.91,1.53,6
32963.11452,8,78.0351264,10,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.2,1,0.25,16
47021.69046,9,342.0931157,40,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.2,0.75,2.54,15
34854.65502,8,332.3630396,40,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.8,1,2.54,15
32226.87369,8,332.7162058,40,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.2,0.88,2.54,15
22029.78736,7,291.5598128,40,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.2,1,2.54,15
47004.24269,7,291.5598128,40,26,65,65,65,65,65,65,65,65,65,65,65,65,780,1.5,1,2.54,15
25867.0554,7,291.5598128,40,26,39,39,39,39,39,39,39,39,39,39,39,39,468,0.5,1,2.54,15
91628.00789,8,315.3340978,40,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.4,0.8,2.54,15
66241.69921,8,320.9381361,40,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.2,1,2.54,15
14944.90422,8,320.9381361,40,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.2,1,2.54,15
32581.97004,9,341.3382221,40,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.2,0.82,2.54,15
76899.60135,9,340.5236849,40,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.4,1,2.54,15
34485.09543,9,342.155814,40,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.2,1,2.54,15
77841.39491,8,301.5738595,40,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.4,0.9,2.54,15
32279.6737,8,301.3525873,40,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.2,1,2.54,15
55973.83445,10,168.1216855,17,18,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,1.2,1,1.08,21
46566.80195,20,588.7873061,29,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.2,1,0.57,29
8263.863572,95,8084.36205,85,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.2,1,1.38,38
62332.91036,30,1028.993315,34,50,45,45,45,45,45,45,45,45,45,45,45,45,540,-0.1,1,1.33,16
55949.49666,35,1010.585693,29,34,85,85,85,85,85,85,85,85,85,85,85,85,1020,1.5,0.83,0.77,33
12151.20378,93,1067.258954,11,50,125,125,125,125,125,125,125,125,125,125,125,125,1500,1.5,1,0.25,28
80557.19668,13,202.7763019,15,58,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,556.8,-0.2,0.78,0.76,8
34296.63758,11,153.9701611,15,50,90,90,90,90,90,90,90,90,90,90,90,90,1080,0.8,0.89,1.17,6
78367.93562,233,18542.52536,80,50,70,70,70,70,70,70,70,70,70,70,70,70,840,0.4,1,1.43,29
75543.6224,106,7335.316488,69,74,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,1065.6,0.2,1,0.86,28
77655.76465,21,287.7003771,14,74,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,1598.4,0.8,1,0.25,16
17003.45786,7,30.65019161,4,10,25,25,25,25,25,25,25,25,25,25,25,25,300,1.5,1,1.23,8
34364.44188,9,37.25518366,4,10,8,8,8,8,8,8,8,8,8,8,8,8,96,-0.2,1,1.23,8
60638.94864,14,57.27770132,4,10,4,4,4,4,4,4,4,4,4,4,4,4,48,-0.6,0.75,1.23,8
56543.00904,80,6027.224486,75,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.2,0.82,1.03,32
21469.85934,74,5056.07982,69,58,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,556.8,-0.2,1,1.09,28
2177.326658,24,1154.402309,49,50,30,30,30,30,30,30,30,30,30,30,30,30,360,-0.4,0.82,1.9,16
63748.76854,35,273.4972901,8,58,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,208.8,-0.7,0.83,0.66,5
30587.57995,27,277.0348842,10,114,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,1641.6,0.2,0.96,1.13,2
10654.13136,10,200.6537595,20,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.8,0.94,1.14,16
9166.740085,16,541.5979796,33,66,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,633.6,-0.2,1,1.56,8
81582.05838,28,369.2088639,13,42,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,453.6,-0.1,0.91,0.69,11
68.43051657,76,6875.745104,90,82,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,787.2,-0.2,1,1.35,21
45397.09928,115,4703.853059,41,50,40,40,40,40,40,40,40,40,40,40,40,40,480,-0.2,1,1.32,16
46724.82287,5,99.23634303,18,50,70,70,70,70,70,70,70,70,70,70,70,70,840,0.4,0.9,1,8
79805.55301,10,174.6538281,17,50,90,90,90,90,90,90,90,90,90,90,90,90,1080,0.8,1,1,8
34471.12391,11,184.5395281,17,50,75,75,75,75,75,75,75,75,75,75,75,75,900,0.5,1,1,8
24295.59651,32,402.3603696,13,50,90,90,90,90,90,90,90,90,90,90,90,90,1080,0.8,0.89,0.36,16
63597.9838,7,204.3064414,28,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.2,1,1.6,16
80417.46676,12,253.158451,21,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.2,0.96,0.25,15
25454.28311,9,128.3691583,14,82,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,1377.6,0.4,1,0.8,5
71418.1479,8,1194.798674,157,66,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,950.4,0.2,1,0.46,88
53420.79036,19,1428.749116,76,90,162,162,162,162,162,162,162,162,162,162,162,162,1944,0.8,1,1.11,16
61732.08199,110,5017.302955,46,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.4,1,0.91,38
38857.4034,9,82.24274274,9,66,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,0.4,1,0.58,5
21236.62438,6,502.1936573,85,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.8,0.9,1.23,46
59069.77943,12,256.5797144,21,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.2,1,3.46,6
81817.28921,98,10889.34778,111,90,27,27,27,27,27,27,27,27,27,27,27,27,324,-0.7,0.75,0.93,33
12691.7175,41,6217.158044,151,122,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,3220.8,1.2,0.94,2.13,15
40124.79589,9,108.6573291,12,34,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,326.4,-0.2,0.94,1.43,6
97338.85973,5,85.78445667,17,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.4,1,1.33,11
59822.64397,13,101.3170025,8,34,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,652.8,0.6,1,0.92,6
7788.562856,15,159.4345305,10,42,63,63,63,63,63,63,63,63,63,63,63,63,756,0.5,0.84,1,6
89743.47696,26,97.77935028,4,42,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,302.4,-0.4,1,0.25,8
91128.90038,6,366.7670378,62,66,165,165,165,165,165,165,165,165,165,165,165,165,1980,1.5,1,1.36,16
53890.45119,27,1039.350335,39,74,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,799.2,-0.1,1,1.01,16
54983.43548,11,187.8123871,18,74,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,710.4,-0.2,1,0.94,6
59065.7381,8,999.6049265,124,74,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,1598.4,0.8,1,0.84,38
33231.01826,10,293.3681466,29,82,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,1771.2,0.8,0.86,1.03,8
50420.98956,140,8086.606986,58,74,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,1065.6,0.2,1,0.72,28
20232.45783,9,125.7100201,15,74,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,532.8,-0.4,0.94,0.91,5
33926.56945,12,261.677933,22,90,225,225,225,225,225,225,225,225,225,225,225,225,2700,1.5,0.82,0.96,6
76184.56936,12,99.89949043,8,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.2,0.96,0.95,6
20237.86945,59,1470.334197,25,58,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,1252.8,0.8,1,1.23,11
93398.35281,6,123.3650446,19,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.4,0.82,0.25,16
63038.37697,11,346.650596,30,114,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,250.8,3009.6,1.2,1,1.3,5
3131.117452,9,151.1285829,16,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.8,0.82,1.14,5
55467.27121,12,175.5699006,15,82,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,590.4,-0.4,1,0.84,5
51310.78553,19,861.4730526,46,66,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,950.4,0.2,1,0.68,21
11965.10355,9,436.6419525,50,98,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,2116.8,0.8,1,1.1,11
96062.58778,13,1149.0494,92,90,162,162,162,162,162,162,162,162,162,162,162,162,1944,0.8,1,1.95,16
31835.0261,8,844.2034383,112,130,234,234,234,234,234,234,234,234,234,234,234,234,2808,0.8,0.95,1.05,16
27385.06481,122,10244.12962,84,98,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,1411.2,0.2,1,0.76,29
73865.19729,10,774.7441765,75,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.4,0.91,1.57,15
78037.70635,94,3354.337294,36,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.1,0.94,0.82,33
12439.48501,14,1016.240739,72,50,30,30,30,30,30,30,30,30,30,30,30,30,360,-0.4,0.82,1.9,16
59135.77287,23,1060.302096,46,42,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,201.6,-0.6,0.97,1.47,16
19294.75574,12,123.20382,10,50,125,125,125,125,125,125,125,125,125,125,125,125,1500,1.5,0.97,0.25,16
31773.45426,12,2817.945753,232,138,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,1987.2,0.2,1,2.66,16
23682.79807,6,322.3652707,54,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.2,0.9,0.98,21
65445.767,8,112.043968,14,42,63,63,63,63,63,63,63,63,63,63,63,63,756,0.5,1,1.35,6
97836.37886,8,427.5945095,54,82,205,205,205,205,205,205,205,205,205,205,205,205,2460,1.5,1,0.53,26
56216.19554,18,1110.525072,61,82,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,1180.8,0.2,1,0.53,28
78535.81499,11,42.94351745,4,18,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,129.6,-0.4,0.97,0.25,16
4776.122885,20,1226.334387,61,82,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.8,1.2,0.8,0.54,26
16190.15576,37,339.6931313,9,58,145,145,145,145,145,145,145,145,145,145,145,145,1740,1.5,1,0.25,15
5565.194267,6,242.2256137,39,58,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,1531.2,1.2,1,0.92,16
68070.96884,28,1380.289269,50,90,135,135,135,135,135,135,135,135,135,135,135,135,1620,0.5,1,0.73,16
77925.24545,41,1648.48651,40,74,185,185,185,185,185,185,185,185,185,185,185,185,2220,1.5,1,0.8,21
46633.95719,8,408.4774504,49,82,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,295.2,-0.7,0.94,0.85,16
18262.6529,21,81.15094386,4,34,51,51,51,51,51,51,51,51,51,51,51,51,612,0.5,1,1.42,2
60925.83975,9,160.6729886,18,74,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,355.2,-0.6,0.95,0.94,6
70828.31315,9,96.61889187,11,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.4,0.75,0.68,6
6622.805149,16,1138.166223,71,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.4,1,3.46,11
87383.01663,14,602.847168,43,42,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,453.6,-0.1,1,1.6,16
47546.81561,8,370.7783834,44,42,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,907.2,0.8,1,1.6,16
1449.195854,7,588.5459027,90,58,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,556.8,-0.2,0.97,2.54,15
63934.82728,8,387.4644026,49,170,306,306,306,306,306,306,306,306,306,306,306,306,3672,0.8,0.77,0.25,16
84079.24587,39,1591.902972,40,90,135,135,135,135,135,135,135,135,135,135,135,135,1620,0.5,1,0.87,16
83605.04193,37,1324.27206,35,50,30,30,30,30,30,30,30,30,30,30,30,30,360,-0.4,1,0.53,28
92397.65944,9,66.04487995,7,42,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,302.4,-0.4,1,0.76,5
89374.89194,7,269.9984167,38,98,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,2587.2,1.2,1,0.77,11
20851.90804,10,437.3492715,43,82,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,1377.6,0.4,1,0.76,16
79546.86262,14,716.5941193,52,82,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,885.6,-0.1,0.75,0.76,16
72252.52323,14,582.3096109,42,82,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,885.6,-0.1,0.91,0.76,16
32381.69299,11,457.1245478,43,82,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,1180.8,0.2,0.93,0.76,16
64875.31789,8,1338.947235,163,82,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,787.2,-0.2,0.96,0.75,72
51368.02512,11,340.8822422,31,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.2,0.94,0.87,8
64151.56084,7,114.9835537,18,98,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,2587.2,1.2,1,0.78,5
41610.36305,9,140.3872983,16,74,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,799.2,-0.1,1,1.01,5
82785.40808,11,2531.270801,221,186,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,4910.4,1.2,0.97,1.85,16
98043.10893,7,198.6723149,27,74,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,1243.2,0.4,1,1.46,6
64314.37807,43,6752.90398,155,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.2,0.81,1.58,38
38489.70519,22,2485.017068,115,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.8,1,1.58,28
47576.20262,43,1108.646373,26,122,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,1317.6,-0.1,0.9,0.91,5
82265.2851,6,210.7821412,33,114,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2,1094.4,-0.2,0.96,1.36,5
38388.46865,5,359.9181836,66,74,185,185,185,185,185,185,185,185,185,185,185,185,2220,1.5,1,1.27,16
12609.24309,38,1034.120872,28,106,159,159,159,159,159,159,159,159,159,159,159,159,1908,0.5,1,1.12,5
68332.61741,8,34.40505617,4,90,81,81,81,81,81,81,81,81,81,81,81,81,972,-0.1,1,0.51,2
80519.24531,23,1395.431423,60,66,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,633.6,-0.2,1,1.3,15
63390.61541,5,116.1107223,23,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.2,0.94,1.99,8
68278.33093,7,431.2542383,61,74,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,710.4,-0.2,1,1.19,16
62578.56097,6,167.433536,27,98,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,1411.2,0.2,0.83,1.01,6
59627.68804,107,2330.699397,22,82,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,590.4,-0.4,1,0.62,11
95065.28913,30,224.9610848,8,98,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,2116.8,0.8,1,0.47,4
38956.79346,11,430.1771637,38,50,125,125,125,125,125,125,125,125,125,125,125,125,1500,1.5,1,1.14,16
22099.88081,10,131.4873053,14,34,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,489.6,0.2,0.84,0.25,26
66104.14713,11,129.4418663,11,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.1,0.8,0.25,21
17846.65633,25,3887.965032,156,130,286,286,286,286,286,286,286,286,286,286,286,286,3432,1.2,0.8,1.91,16
7345.440177,35,802.3651803,23,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.2,1,1.52,5
70461.63002,7,327.9925166,50,106,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,2798.4,1.2,1,0.61,16
